1,27,1,10000,cJiSp5ZvaXM,cJiSp5ZvaXM,0,"2020-01-03 22:21:09","2020-01-03 22:21:09"
2,54,1,1000,cJiVp55ta2w,cJiVp55ta2w,0,"2020-01-20 00:11:42","2020-01-20 00:11:42"
3,9,1,1000,cJiWq5VuaWo,cJiWq5VuaWo,0,"2020-01-26 04:20:59","2020-01-26 04:20:59"
4,9,1,1000,cJiWq5Vuamo,cJiWq5Vuamo,0,"2020-01-26 04:22:34","2020-01-26 04:22:34"
5,9,1,1000,cJiWq5Vuam8,cJiWq5Vuam8,0,"2020-01-26 04:23:47","2020-01-26 04:23:47"
6,9,1,2000,cJiWq5huaG8,cJiWq5huaG8,0,"2020-01-26 11:27:46","2020-01-26 11:27:46"
7,9,1,1000,cJiWq5tnbHA,cJiWq5tnbHA,0,"2020-01-26 13:12:03","2020-01-26 13:12:03"
8,9,1,1000,cJiWrJVpZGw,cJiWrJVpZGw,0,"2020-01-26 15:46:17","2020-01-26 15:46:17"
